"MOD","CAP","CAT","SUB","NROM","NUM","Departamento","Reportar","Nivel","Categorias","Rubro","Sector (Gráfica sectorial)","Sector (Colores histograma)","CO2abs","CO2","CH4","N2O","HFC-23","HFC-32","HFC-125","HFC-134a","HFC-143a","HFC-152a","HFC-227ea","HFC-236fa","HFC-245fa","HFC-365mfc","HFC-43-10mee","PFC-14","PFC-116","SF6","CO2abseq","CO2eq","CH4eq","N2Oeq","HFC-23eq","HFC-32eq","HFC-125eq","HFC-134aeq","HFC-143aeq","HFC-152aeq","HFC-227eaeq","HFC-236faeq","HFC-245faeq","HFC-365mfceq","HFC-43-10meeeq","PFC-14eq","PFC-116eq","SF6eq","Abosorciones_totales","Emisiones_Totales","Emisiones_Netas"
"3","B","2","a","iii","3","TOLIMA","SI","3B2aiii3SI","Suelos","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","2","a","iv",,"TOLIMA","SI","3B2aivSI","3B2aiv - Aguacate","null","null","null","-41.24685568","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-41.24685568","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-41.24685568","0","-41.24685568"
"3","B","2","a","iv","1","TOLIMA","SI","3B2aiv1SI","Biomasa","null","null","null","-41.24685568","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-41.24685568","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-41.24685568","0","-41.24685568"
"3","B","2","a","iv","2","TOLIMA","SI","3B2aiv2SI","MOM","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","2","a","iv","3","TOLIMA","SI","3B2aiv3SI","Suelos","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","2","a","v",,"TOLIMA","SI","3B2avSI","3B2av - Caucho","null","null","null","-1.708666667","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1.708666667","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1.708666667","0","-1.708666667"
"3","B","2","a","v","1","TOLIMA","SI","3B2av1SI","Biomasa","null","null","null","-1.708666667","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1.708666667","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1.708666667","0","-1.708666667"
"3","B","2","a","v","2","TOLIMA","SI","3B2av2SI","MOM","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","2","a","v","3","TOLIMA","SI","3B2av3SI","Suelos","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","2","a","vi",,"TOLIMA","SI","3B2aviSI","3B2avi - Mango","null","null","null","-55.93010416","45.3406391","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-55.93010416","45.3406391","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-55.93010416","45.3406391","-10.58946506"
"3","B","2","a","vi","1","TOLIMA","SI","3B2avi1SI","Biomasa","null","null","null","-55.93010416","45.3406391","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-55.93010416","45.3406391","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-55.93010416","45.3406391","-10.58946506"
"3","B","2","a","vi","2","TOLIMA","SI","3B2avi2SI","MOM","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","2","a","vi","3","TOLIMA","SI","3B2avi3SI","Suelos","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","2","a","vii",,"TOLIMA","SI","3B2aviiSI","3B2avii - Limón","null","null","null","-36.42520786","24.03733274","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-36.42520786","24.03733274","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-36.42520786","24.03733274","-12.38787512"
"3","B","2","a","vii","1","TOLIMA","SI","3B2avii1SI","Biomasa","null","null","null","-36.42520786","24.03733274","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-36.42520786","24.03733274","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-36.42520786","24.03733274","-12.38787512"
"3","B","2","a","vii","2","TOLIMA","SI","3B2avii2SI","MOM","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","2","a","vii","3","TOLIMA","SI","3B2avii3SI","Suelos","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","2","a","viii",,"TOLIMA","SI","3B2aviiiSI","3B2aviii - Mandarina","null","null","null","-0.7904305646","0.8834587502","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.7904305646","0.8834587502","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.7904305646","0.8834587502","0.0930281856"
"3","B","2","a","viii","1","TOLIMA","SI","3B2aviii1SI","Biomasa","null","null","null","-0.7904305646","0.8834587502","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.7904305646","0.8834587502","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.7904305646","0.8834587502","0.0930281856"
"3","B","2","a","viii","2","TOLIMA","SI","3B2aviii2SI","MOM","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","2","a","viii","3","TOLIMA","SI","3B2aviii3SI","Suelos","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","2","a","ix",,"TOLIMA","SI","3B2aixSI","3B2aix - Naranja","null","null","null","-3.775197605","2.560438046","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-3.775197605","2.560438046","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-3.775197605","2.560438046","-1.214759559"
"3","B","2","a","ix","1","TOLIMA","SI","3B2aix1SI","Biomasa","null","null","null","-3.775197605","2.560438046","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-3.775197605","2.560438046","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-3.775197605","2.560438046","-1.214759559"
"3","B","2","a","ix","2","TOLIMA","SI","3B2aix2SI","MOM","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","2","a","ix","3","TOLIMA","SI","3B2aix3SI","Suelos","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","2","a","x",,"TOLIMA","SI","3B2axSI","3B2ax - Tangelo","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","2","a","x","1","TOLIMA","SI","3B2ax1SI","Biomasa","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","2","a","x","2","TOLIMA","SI","3B2ax2SI","MOM","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","2","a","x","3","TOLIMA","SI","3B2ax3SI","Suelos","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","2","a","xi",,"TOLIMA","SI","3B2axiSI","3B2axi - Otro","null","null","null","0","1.3996304","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.3996304","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.3996304","1.3996304"
"3","B","2","a","xi","1","TOLIMA","SI","3B2axi1SI","Biomasa","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","2","a","xi","2","TOLIMA","SI","3B2axi2SI","MOM","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","2","a","xi","3","TOLIMA","SI","3B2axi3SI","Suelos","null","null","null","0","1.3996304","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.3996304","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.3996304","1.3996304"
"3","B","2","b","null",,"TOLIMA","SI","3B2bSI","3B2b - Tierras convertidas en tierras de cultivo","null","null","null","0","4.526297454","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.526297454","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.526297454","4.526297454"
"3","B","2","b","i",,"TOLIMA","SI","3B2biSI","3B2bi - Tierras forestales convertidas en tierras de cultivo","Deforestación (Tierras forestales convertidas en tierras de cultivo)","Gestión de tierras forestales","Deforestación","0","4.526297454","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.526297454","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.526297454","4.526297454"
"3","B","2","b","i","1","TOLIMA","SI","3B2bi1SI","Biomasa","null","null","null","0","1.285588033","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.285588033","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.285588033","1.285588033"
"3","B","2","b","i","2","TOLIMA","SI","3B2bi2SI","MOM","null","null","null","0","0.0403612764","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0403612764","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0403612764","0.0403612764"
"3","B","2","b","i","3","TOLIMA","SI","3B2bi3SI","Suelos","null","null","null","0","3.200348144","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.200348144","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.200348144","3.200348144"
"3","B","2","b","ii",,"TOLIMA","SI","3B2biiSI","3B2bii - Pastizales convertidos en tierras de cultivo","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","2","b","ii","1","TOLIMA","SI","3B2bii1SI","Biomasa","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","2","b","ii","2","TOLIMA","SI","3B2bii2SI","MOM","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","2","b","ii","3","TOLIMA","SI","3B2bii3SI","Suelos","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","2","b","iii",,"TOLIMA","SI","3B2biiiSI","3B2biii - Humedales convertidos en tierras de cultivo","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","2","b","iii","1","TOLIMA","SI","3B2biii1SI","Biomasa","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","2","b","iii","2","TOLIMA","SI","3B2biii2SI","MOM","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","2","b","iii","3","TOLIMA","SI","3B2biii3SI","Suelos","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","2","b","iv",,"TOLIMA","SI","3B2bivSI","3B2biv - Asentamientos convertidos en tierras de cultivo","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","2","b","iv","1","TOLIMA","SI","3B2biv1SI","Biomasa","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","2","b","iv","2","TOLIMA","SI","3B2biv2SI","MOM","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","2","b","iv","3","TOLIMA","SI","3B2biv3SI","Suelos","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","2","b","v",,"TOLIMA","SI","3B2bvSI","3B2bv - Otras tierras convertidas en tierras de cultivo","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","2","b","v","1","TOLIMA","SI","3B2bv1SI","Biomasa","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","2","b","v","2","TOLIMA","SI","3B2bv2SI","MOM","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","2","b","v","3","TOLIMA","SI","3B2bv3SI","Suelos","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","3","null","null",,"TOLIMA","SI","3B3SI","3B3 - Pastizales","null","null","null","-64.58768876","96.73248486","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-64.58768876","96.73248486","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-64.58768876","96.73248486","32.1447961"
"3","B","3","a","null",,"TOLIMA","SI","3B3aSI","3B3a - Pastizales que permanecen como tales","Crecimiento y renovaciones de pastizales que permanecen como tales","Agropecuario","Agropecuario","-64.58768876","27.85729152","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-64.58768876","27.85729152","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-64.58768876","27.85729152","-36.73039724"
"3","B","3","a","i",,"TOLIMA","SI","3B3aiSI","Biomasa","null","null","null","-64.58768876","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-64.58768876","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-64.58768876","0","-64.58768876"
"3","B","3","a","ii",,"TOLIMA","SI","3B3aiiSI","MOM","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","3","a","iii",,"TOLIMA","SI","3B3aiiiSI","Suelos","null","null","null","0","27.85729152","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27.85729152","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27.85729152","27.85729152"
"3","B","6","b","iii","1","VALLE DEL CAUCA","SI","3B6biii1SI","Biomasa","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","3","b","null",,"TOLIMA","SI","3B3bSI","3B3b - Tierras convertidas en pastizales","null","null","null","0","68.87519334","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","68.87519334","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","68.87519334","68.87519334"
"3","B","3","b","i",,"TOLIMA","SI","3B3biSI","3B3bi - Tierras forestales convertidas en pastizales","Deforestación (Tierras convertidas en pastizales)","Gestión de tierras forestales","Deforestación","0","68.87519334","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","68.87519334","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","68.87519334","68.87519334"
"3","B","3","b","i","1","TOLIMA","SI","3B3bi1SI","Biomasa","null","null","null","0","41.75105659","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","41.75105659","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","41.75105659","41.75105659"
"3","B","3","b","i","2","TOLIMA","SI","3B3bi2SI","MOM","null","null","null","0","1.210838292","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.210838292","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.210838292","1.210838292"
"3","B","3","b","i","3","TOLIMA","SI","3B3bi3SI","Suelos","null","null","null","0","25.91329847","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25.91329847","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25.91329847","25.91329847"
"3","B","3","b","ii",,"TOLIMA","SI","3B3biiSI","3B3bii - Tierras de cultivo convertidas en pastizales","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","3","b","ii","1","TOLIMA","SI","3B3bii1SI","Biomasa","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","3","b","ii","2","TOLIMA","SI","3B3bii2SI","MOM","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","3","b","ii","3","TOLIMA","SI","3B3bii3SI","Suelos","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","3","b","iii",,"TOLIMA","SI","3B3biiiSI","3B3biii - Humedales convertidos en pastizales","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","3","b","iii","1","TOLIMA","SI","3B3biii1SI","Biomasa","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","3","b","iii","2","TOLIMA","SI","3B3biii2SI","MOM","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","3","b","iii","3","TOLIMA","SI","3B3biii3SI","Suelos","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","3","b","iv",,"TOLIMA","SI","3B3bivSI","3B3biv - Asentamientos convertidos en pastizales","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","3","b","iv","1","TOLIMA","SI","3B3biv1SI","Biomasa","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","3","b","iv","2","TOLIMA","SI","3B3biv2SI","MOM","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","3","b","iv","3","TOLIMA","SI","3B3biv3SI","Suelos","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","3","b","v",,"TOLIMA","SI","3B3bvSI","3B3bv - Otras tierras convertidas en pastizales","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","3","b","v","1","TOLIMA","SI","3B3bv1SI","Biomasa","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","3","b","v","2","TOLIMA","SI","3B3bv2SI","MOM","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","3","b","v","3","TOLIMA","SI","3B3bv3SI","Suelos","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","4","null","null",,"TOLIMA","SI","3B4SI","3B4 - Humedales","null","null","null","0","0.6464475267","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6464475267","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6464475267","0.6464475267"
"3","B","4","a","null",,"TOLIMA","SI","3B4aSI","3B4a - Humedales que permanecen como tales","Difusión en humedales permanentes","Minas y Energía","Minas y Energía","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","4","a","i","1","TOLIMA","SI","3B4ai1SI","Difusión","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","4","b","null",,"TOLIMA","SI","3B4bSI","3B4b - Tierras convertidas en humedales","null","null","null","0","0.6464475267","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6464475267","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6464475267","0.6464475267"
"3","B","4","b","i",,"TOLIMA","SI","3B4biSI","3B4bi - Tierras forestales convertidas en humedales","Deforestación (Tierras forestales convertidas en humedales)","Gestión de tierras forestales","Deforestación","0","0.6464475267","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6464475267","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6464475267","0.6464475267"
"3","B","4","b","i","1","TOLIMA","SI","3B4bi1SI","Biomasa","null","null","null","0","0.3797818661","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3797818661","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3797818661","0.3797818661"
"3","B","4","b","i","2","TOLIMA","SI","3B4bi2SI","MOM","null","null","null","0","0.0089691725","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0089691725","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0089691725","0.0089691725"
"3","B","4","b","i","3","TOLIMA","SI","3B4bi3SI","Suelos","null","null","null","0","0.2576964881","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2576964881","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2576964881","0.2576964881"
"3","B","4","b","ii",,"TOLIMA","SI","3B4biiSI","3B4bii - Tierras de cultivo convertidas en humedales","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","4","b","ii","1","TOLIMA","SI","3B4bii1SI","Biomasa","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","4","b","ii","2","TOLIMA","SI","3B4bii2SI","MOM","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","4","b","ii","3","TOLIMA","SI","3B4bii3SI","Suelos","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","4","b","iii",,"TOLIMA","SI","3B4biiiSI","3B4biii - Pastizales convertidos en humedales","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","4","b","iii","1","TOLIMA","SI","3B4biii1SI","Biomasa","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","4","b","iii","2","TOLIMA","SI","3B4biii2SI","MOM","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","4","b","iii","3","TOLIMA","SI","3B4biii3SI","Suelos","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","4","b","iv",,"TOLIMA","SI","3B4bivSI","3B4biv - Asentamientos convertidos en humedales","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","4","b","iv","1","TOLIMA","SI","3B4biv1SI","Biomasa","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","4","b","iv","2","TOLIMA","SI","3B4biv2SI","MOM","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
